States,District,Cities,Latitude,Longitude,Sample_Population,ISO,ISO_district,Date
"Johor","Batu Pahat","Batu Pahat",1.853,102.936,7779,"MY-01","MY-01.1",2015-05-08 00:00:00
"Johor","Johor Bahru","Johor Bahru",1.4975,103.6163,3744,"MY-01","MY-01.2",2015-05-09 00:00:00
"Johor","Johor Bahru","Johor Bahru",1.5187,103.7571,3905,"MY-01","MY-01.2",2015-05-10 00:00:00
"Johor","Johor Bahru","Johor Bahru",1.5675,103.77166,3042,"MY-01","MY-01.2",2015-05-11 00:00:00
"Johor","Johor Bahru","Johor Bahru",1.4645,103.7447,1165,"MY-01","MY-01.2",2015-05-12 00:00:00
"Johor","Kluang","Kluang",1.9862,103.3282,7094,"MY-01","MY-01.3",2015-05-13 00:00:00
"Johor","Kluang","Kluang",2.0696,103.344,3772,"MY-01","MY-01.3",2015-05-14 00:00:00
"Johor","Kluang","Kluang",2.0248,103.3218,6520,"MY-01","MY-01.3",2015-05-15 00:00:00
"Johor","Kluang","Kluang",2.043,103.3203,6056,"MY-01","MY-01.3",2015-05-16 00:00:00
"Johor","Kluang","Kluang",1.9943,103.264,7070,"MY-01","MY-01.3",2015-05-17 00:00:00
"Johor","Kluang","Kluang",1.99,103.362,4344,"MY-01","MY-01.3",2015-05-18 00:00:00
"Johor","Kluang","Kluang",2.104,103.454,4897,"MY-01","MY-01.3",2015-05-19 00:00:00
"Johor","Kota Tinggi","Kota Tinggi",1.7148,103.8964,2391,"MY-01","MY-01.4",2015-05-20 00:00:00
"Johor","Kota Tinggi","Kota Tinggi",1.7891,103.9102,7383,"MY-01","MY-01.4",2015-05-21 00:00:00
"Johor","Kota Tinggi","Kota Tinggi",1.7568,103.8806,4967,"MY-01","MY-01.4",2015-05-22 00:00:00
"Johor","Kota Tinggi","Kota Tinggi",1.7405,103.9107,3970,"MY-01","MY-01.4",2015-05-23 00:00:00
"Johor","Kulai","Kulai",1.6484,103.6006,5635,"MY-01","MY-01.5",2015-05-24 00:00:00
"Johor","Kulai","Kulai",1.6809,103.5848,2292,"MY-01","MY-01.5",2015-05-25 00:00:00
"Johor","Kulai","Kulai",1.6331,103.6003,8740,"MY-01","MY-01.5",2015-05-26 00:00:00
"Johor","Kulai","Kulai",1.6632,103.6013,4523,"MY-01","MY-01.5",2015-05-27 00:00:00
"Johor","Tangkak","Tangkak",2.2693,102.5338,1065,"MY-01","MY-01.6",2015-05-28 00:00:00
"Johor","Tangkak","Tangkak",2.2698,102.5325,8601,"MY-01","MY-01.6",2015-05-29 00:00:00
"Johor","Tangkak","Tangkak",2.2715,102.5518,7159,"MY-01","MY-01.6",2015-05-30 00:00:00
"Johor","Tangkak","Tangkak",2.2875,102.5507,4389,"MY-01","MY-01.6",2015-05-31 00:00:00
"Johor","Mersing","Mersing",2.4299,103.8459,7097,"MY-01","MY-01.7",2015-06-01 00:00:00
"Johor","Mersing","Mersing",2.4165,103.8315,6639,"MY-01","MY-01.7",2015-06-02 00:00:00
"Johor","Mersing","Mersing",2.3945,103.8626,3572,"MY-01","MY-01.7",2015-06-03 00:00:00
"Johor","Mersing","Mersing",2.4775,103.8173,7127,"MY-01","MY-01.7",2015-06-04 00:00:00
"Johor","Muar","Muar",2.0708,102.578,8177,"MY-01","MY-01.8",2015-06-05 00:00:00
"Johor","Muar","Muar",2.087,102.5867,5227,"MY-01","MY-01.8",2015-06-06 00:00:00
"Johor","Muar","Muar",2.052,102.6144,4790,"MY-01","MY-01.8",2015-06-07 00:00:00
"Johor","Muar","Muar",2.0389,102.5707,1550,"MY-01","MY-01.8",2015-06-08 00:00:00
"Johor","Pontian","Pontian",1.4666,103.4566,5271,"MY-01","MY-01.9",2015-06-14 00:00:00
"Johor","Pontian","Pontian",1.489,103.4822,1017,"MY-01","MY-01.9",2015-06-15 00:00:00
"Johor","Pontian","Pontian",1.4873,103.5587,2055,"MY-01","MY-01.9",2015-06-16 00:00:00
"Johor","Pontian","Pontian",1.5237,103.4241,3994,"MY-01","MY-01.9",2015-06-17 00:00:00
"Johor","Segamat","Segamat",2.3814,102.9532,7249,"MY-01","MY-01.10",2015-06-18 00:00:00
"Johor","Segamat","Segamat",2.6305,102.7172,1960,"MY-01","MY-01.10",2015-06-19 00:00:00
"Johor","Segamat","Segamat",2.5314,102.7103,2677,"MY-01","MY-01.10",2015-06-20 00:00:00
"Johor","Segamat","Segamat",2.6021,102.8366,3026,"MY-01","MY-01.10",2015-06-21 00:00:00
"WP","Kuala Lumpur","Kuala Lumpur",3.1464,101.6996,5060,"MY-14","MY-14",2015-06-22 00:00:00
"WP","Kuala Lumpur","Kuala Lumpur",3.156,101.7176,2435,"MY-14","MY-14",2015-06-23 00:00:00
"WP","Kuala Lumpur","Kuala Lumpur",3.183,101.6755,2855,"MY-14","MY-14",2015-06-24 00:00:00
"WP","Kuala Lumpur","Kuala Lumpur",3.117,101.6682,7387,"MY-14","MY-14",2015-06-25 00:00:00
"WP","Putrajaya","Putrajaya",2.9229,101.7022,4658,"MY-16","MY-16",2015-06-26 00:00:00
"WP","Putrajaya","Putrajaya",2.9335,101.6729,3212,"MY-16","MY-16",2015-06-27 00:00:00
"WP","Putrajaya","Putrajaya",2.9673,101.6965,6594,"MY-16","MY-16",2015-06-28 00:00:00
"WP","Putrajaya","Putrajaya",2.9083,101.6787,6348,"MY-16","MY-16",2015-06-29 00:00:00
"WP","Labuan","Labuan",5.2829,115.2465,4336,"MY-15","MY-15",2015-06-30 00:00:00
"WP","Labuan","Labuan",5.2891,115.1969,8339,"MY-15","MY-15",2015-07-01 00:00:00
"WP","Labuan","Labuan",5.3318,115.2339,3009,"MY-15","MY-15",2015-07-02 00:00:00
"WP","Labuan","Labuan",5.2937,115.2441,8979,"MY-15","MY-15",2015-07-03 00:00:00
"Sabah","Beaufort","Beaufort",5.2785,115.7155,4249,"MY-12","MY-12.1",2015-07-04 00:00:00
"Sabah","Beaufort","Beaufort",5.3988,115.8851,6228,"MY-12","MY-12.1",2015-07-05 00:00:00
"Sabah","Beaufort","Beaufort",5.1752,115.6558,7330,"MY-12","MY-12.1",2015-07-06 00:00:00
"Sabah","Beaufort","Beaufort",5.2901,115.7389,1000,"MY-12","MY-12.1",2015-07-07 00:00:00
"Sabah","Beluran","Beluran",5.724,117.0953,5301,"MY-12","MY-12.2",2015-07-08 00:00:00
"Sabah","Beluran","Beluran",5.7008,117.2422,3857,"MY-12","MY-12.2",2015-07-09 00:00:00
"Sabah","Beluran","Beluran",5.8887,117.4215,6028,"MY-12","MY-12.2",2015-07-10 00:00:00
"Sabah","Beluran","Beluran",5.7951,117.5306,8310,"MY-12","MY-12.2",2015-07-11 00:00:00
"Sabah","Keningau","Keningau",5.375,116.1947,8596,"MY-12","MY-12.3",2015-07-12 00:00:00
"Sabah","Keningau","Keningau",5.1316,116.1109,1977,"MY-12","MY-12.3",2015-07-13 00:00:00
"Sabah","Keningau","Keningau",5.2027,116.3828,2496,"MY-12","MY-12.3",2015-07-14 00:00:00
"Sabah","Keningau","Keningau",5.0837,116.2592,1544,"MY-12","MY-12.3",2015-07-15 00:00:00
"Sabah","Kinabatangan","Kinabatangan",5.3412,116.9476,6995,"MY-12","MY-12.4",2015-07-16 00:00:00
"Sabah","Kinabatangan","Kinabatangan",5.5654,117.354,5009,"MY-12","MY-12.4",2015-07-17 00:00:00
"Sabah","Kinabatangan","Kinabatangan",5.4451,117.8265,7540,"MY-12","MY-12.4",2015-07-18 00:00:00
"Sabah","Kinabatangan","Kinabatangan",5.4069,118.4307,5647,"MY-12","MY-12.4",2015-07-19 00:00:00
"Sabah","Kota Belut","Kota Belut",6.3491,116.4742,1017,"MY-12","MY-12.5",2015-07-20 00:00:00
"Sabah","Kota Belut","Kota Belut",6.4494,116.4619,1816,"MY-12","MY-12.5",2015-07-21 00:00:00
"Sabah","Kota Belut","Kota Belut",6.3511,116.556,4984,"MY-12","MY-12.5",2015-07-22 00:00:00
"Sabah","Kota Belut","Kota Belut",6.3825,116.4475,5127,"MY-12","MY-12.5",2015-07-23 00:00:00
"Sabah","Kota Kinabalu","Kota Kinabalu",5.9587,116.0825,2444,"MY-12","MY-12.6",2015-07-24 00:00:00
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0257,116.1522,6208,"MY-12","MY-12.6",2015-07-25 00:00:00
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0998,116.179,2518,"MY-12","MY-12.6",2015-07-26 00:00:00
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0943,116.1429,4650,"MY-12","MY-12.6",2015-07-27 00:00:00
"Sabah","Kota Marudu","Kota Marudu",6.7827,117.1405,5280,"MY-12","MY-12.7",2015-07-28 00:00:00
"Sabah","Kota Marudu","Kota Marudu",6.4717,116.8329,7835,"MY-12","MY-12.7",2015-07-29 00:00:00
"Sabah","Kota Marudu","Kota Marudu",6.6491,116.7299,4356,"MY-12","MY-12.7",2015-07-30 00:00:00
"Sabah","Kota Marudu","Kota Marudu",6.6682,117.1927,1743,"MY-12","MY-12.7",2015-07-31 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.4317,115.4671,7173,"MY-12","MY-12.8",2015-08-01 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.4501,115.5368,3600,"MY-12","MY-12.8",2015-08-02 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.486,115.5889,8810,"MY-12","MY-12.8",2015-08-03 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.5414,115.5594,7871,"MY-12","MY-12.8",2015-08-04 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.5575,115.5686,8110,"MY-12","MY-12.8",2015-08-05 00:00:00
"Sabah","Kuala Penyu","Kuala Penyu",5.5689,115.5961,1684,"MY-12","MY-12.8",2015-08-06 00:00:00
"Sabah","Kudat","Kudat",6.7424,116.7502,1511,"MY-12","MY-12.9",2015-08-07 00:00:00
"Sabah","Kudat","Kudat",6.9244,116.7097,7854,"MY-12","MY-12.9",2015-08-08 00:00:00
"Sabah","Kudat","Kudat",6.7969,116.6665,7754,"MY-12","MY-12.9",2015-08-09 00:00:00
"Sabah","Kudat","Kudat",6.8433,116.8251,3987,"MY-12","MY-12.9",2015-08-10 00:00:00
"Sabah","Kudat","Kudat",6.8835,116.8499,3237,"MY-12","MY-12.9",2015-08-11 00:00:00
"Sabah","Kudat","Kudat",6.9067,116.8405,2814,"MY-12","MY-12.9",2015-08-12 00:00:00
"Sabah","Kunak","Kunak",4.7209,118.0433,6803,"MY-12","MY-12.10",2015-08-13 00:00:00
"Sabah","Kunak","Kunak",4.7517,117.9011,6848,"MY-12","MY-12.10",2015-08-14 00:00:00
"Sabah","Kunak","Kunak",4.7989,118.0694,6348,"MY-12","MY-12.10",2015-08-15 00:00:00
"Sabah","Kunak","Kunak",4.647,118.1724,8882,"MY-12","MY-12.10",2015-08-16 00:00:00
"Sabah","Kunak","Kunak",4.6842,118.2448,4382,"MY-12","MY-12.10",2015-08-17 00:00:00
"Sabah","Kunak","Kunak",4.6795,118.234,6082,"MY-12","MY-12.10",2015-08-18 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.0568,118.5361,5060,"MY-12","MY-12.11",2015-08-19 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.1867,119.0566,3950,"MY-12","MY-12.11",2015-08-20 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.1293,117.7492,5343,"MY-12","MY-12.11",2015-08-21 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.0896,118.2107,1367,"MY-12","MY-12.11",2015-08-22 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.0256,118.3282,7150,"MY-12","MY-12.11",2015-08-23 00:00:00
"Sabah","Lahad Datu","Lahad Datu",5.0274,118.3169,8514,"MY-12","MY-12.11",2015-08-24 00:00:00
"Sabah","Nabawan","Nabawan",5.0399,116.4458,1593,"MY-12","MY-12.12",2015-08-25 00:00:00
"Sabah","Nabawan","Nabawan",5.0539,116.508,8085,"MY-12","MY-12.12",2015-08-26 00:00:00
"Sabah","Nabawan","Nabawan",5.0542,116.3494,4981,"MY-12","MY-12.12",2015-08-27 00:00:00
"Sabah","Nabawan","Nabawan",4.9674,116.452,5550,"MY-12","MY-12.12",2015-08-28 00:00:00
"Sabah","Nabawan","Nabawan",5.045,116.4349,3597,"MY-12","MY-12.12",2015-08-29 00:00:00
"Sabah","Nabawan","Nabawan",5.0409,116.4267,5018,"MY-12","MY-12.12",2015-08-30 00:00:00
"Sabah","Papar","Papar",5.6987,115.977,7035,"MY-12","MY-12.13",2015-08-31 00:00:00
"Sabah","Papar","Papar",5.5986,115.9327,4386,"MY-12","MY-12.13",2015-09-01 00:00:00
"Sabah","Papar","Papar",5.7267,116.0903,6568,"MY-12","MY-12.13",2015-09-02 00:00:00
"Sabah","Papar","Papar",5.8111,116.0289,1819,"MY-12","MY-12.13",2015-09-03 00:00:00
"Sabah","Papar","Papar",5.7346,115.9307,6121,"MY-12","MY-12.13",2015-09-04 00:00:00
"Sabah","Papar","Papar",5.7308,115.9353,1194,"MY-12","MY-12.13",2015-09-05 00:00:00
"Sabah","Penampang","Penampang",5.9167,116.0701,8788,"MY-12","MY-12.14",2015-09-06 00:00:00
"Sabah","Penampang","Penampang",5.8764,116.101,8209,"MY-12","MY-12.14",2015-09-07 00:00:00
"Sabah","Penampang","Penampang",5.9324,116.1313,3372,"MY-12","MY-12.14",2015-09-08 00:00:00
"Sabah","Penampang","Penampang",5.9137,116.1085,5276,"MY-12","MY-12.14",2015-09-09 00:00:00
"Sabah","Penampang","Penampang",5.9146,116.099,5193,"MY-12","MY-12.14",2015-09-10 00:00:00
"Sabah","Pitas","Pitas",6.733,117.053,8546,"MY-12","MY-12.15",2015-09-11 00:00:00
"Sabah","Pitas","Pitas",6.7144,117.049,6138,"MY-12","MY-12.15",2015-09-12 00:00:00
"Sabah","Pitas","Pitas",6.708,117.0681,5397,"MY-12","MY-12.15",2015-09-13 00:00:00
"Sabah","Pitas","Pitas",6.7028,117.0441,8165,"MY-12","MY-12.15",2015-09-14 00:00:00
"Sabah","Pitas","Pitas",6.7036,117.0309,7120,"MY-12","MY-12.15",2015-09-15 00:00:00
"Sabah","Pitas","Pitas",6.7116,117.033,7973,"MY-12","MY-12.15",2015-09-16 00:00:00
"Sabah","Putatan","Putatan",5.885,116.05,4748,"MY-12","MY-12.16",2015-09-17 00:00:00
"Sabah","Putatan","Putatan",5.8916,116.0454,7067,"MY-12","MY-12.16",2015-09-18 00:00:00
"Sabah","Putatan","Putatan",5.8979,116.0457,1150,"MY-12","MY-12.16",2015-09-19 00:00:00
"Sabah","Putatan","Putatan",5.8932,116.0427,4694,"MY-12","MY-12.16",2015-09-20 00:00:00
"Sabah","Putatan","Putatan",5.897,116.0416,7167,"MY-12","MY-12.16",2015-09-21 00:00:00
"Sabah","Putatan","Putatan",5.8962,116.0403,4071,"MY-12","MY-12.16",2015-09-22 00:00:00
"Sabah","Ranau","Ranau",6.0171,116.7419,5806,"MY-12","MY-12.17",2015-09-23 00:00:00
"Sabah","Ranau","Ranau",5.9755,116.8257,8938,"MY-12","MY-12.17",2015-09-24 00:00:00
"Sabah","Ranau","Ranau",5.7446,116.8161,2389,"MY-12","MY-12.17",2015-09-25 00:00:00
"Sabah","Ranau","Ranau",5.9366,116.6774,7905,"MY-12","MY-12.17",2015-09-26 00:00:00
"Sabah","Ranau","Ranau",5.9531,116.6616,8222,"MY-12","MY-12.17",2015-09-27 00:00:00
"Sabah","Ranau","Ranau",5.9537,116.6688,8943,"MY-12","MY-12.17",2015-09-28 00:00:00
"Sarawak","Asajaya","Asajaya",1.4772,110.6861,8812,"MY-13","MY-13.1",2015-09-29 00:00:00
"Sarawak","Asajaya","Asajaya",1.5441,110.6569,7091,"MY-13","MY-13.1",2015-09-30 00:00:00
"Sarawak","Asajaya","Asajaya",1.5146,110.5364,1874,"MY-13","MY-13.1",2015-10-01 00:00:00
"Sarawak","Asajaya","Asajaya",1.5005,110.6666,1610,"MY-13","MY-13.1",2015-10-02 00:00:00
"Sarawak","Asajaya","Asajaya",1.5407,110.5142,8345,"MY-13","MY-13.1",2015-10-03 00:00:00
"Sarawak","Asajaya","Asajaya",1.5459,110.5236,4055,"MY-13","MY-13.1",2015-10-04 00:00:00
"Sarawak","Bau","Bau",1.3558,110.1983,2734,"MY-13","MY-13.2",2015-10-05 00:00:00
"Sarawak","Bau","Bau",1.4217,110.0304,4568,"MY-13","MY-13.2",2015-10-06 00:00:00
"Sarawak","Bau","Bau",1.3376,109.981,4965,"MY-13","MY-13.2",2015-10-07 00:00:00
"Sarawak","Bau","Bau",1.4258,110.1091,3709,"MY-13","MY-13.2",2015-10-08 00:00:00
"Sarawak","Bau","Bau",1.4162,110.1559,5381,"MY-13","MY-13.2",2015-10-09 00:00:00
"Sarawak","Bau","Bau",1.4235,110.1551,3151,"MY-13","MY-13.2",2015-10-10 00:00:00
"Sarawak","Belaga","Belaga",3.2904,114.0719,5432,"MY-13","MY-13.3",2015-10-11 00:00:00
"Sarawak","Belaga","Belaga",3.1094,113.9249,3883,"MY-13","MY-13.3",2015-10-12 00:00:00
"Sarawak","Belaga","Belaga",2.8159,114.4426,2183,"MY-13","MY-13.3",2015-10-13 00:00:00
"Sarawak","Belaga","Belaga",2.9284,113.7999,1409,"MY-13","MY-13.3",2015-10-14 00:00:00
"Sarawak","Belaga","Belaga",3.0456,113.9158,2368,"MY-13","MY-13.3",2015-10-15 00:00:00
"Sarawak","Belaga","Belaga",3.0529,113.9207,5881,"MY-13","MY-13.3",2015-10-16 00:00:00
"Sarawak","Betong","Betong",1.4644,111.6233,6439,"MY-13","MY-13.4",2015-10-17 00:00:00
"Sarawak","Betong","Betong",1.4105,111.6044,4261,"MY-13","MY-13.4",2015-10-18 00:00:00
"Sarawak","Betong","Betong",1.314,111.5763,7732,"MY-13","MY-13.4",2015-10-19 00:00:00
"Sarawak","Betong","Betong",1.4156,111.5138,1701,"MY-13","MY-13.4",2015-10-20 00:00:00
"Sarawak","Betong","Betong",1.402,111.5288,2699,"MY-13","MY-13.4",2015-10-21 00:00:00
"Sarawak","Betong","Betong",1.4106,111.5264,1352,"MY-13","MY-13.4",2015-10-22 00:00:00
"Sarawak","Bintulu","Bintulu",2.7224,113.3289,3767,"MY-13","MY-13.5",2015-10-23 00:00:00
"Sarawak","Bintulu","Bintulu",3.5972,113.3894,7408,"MY-13","MY-13.5",2015-10-24 00:00:00
"Sarawak","Bintulu","Bintulu",3.3642,113.9771,6138,"MY-13","MY-13.5",2015-10-25 00:00:00
"Sarawak","Bintulu","Bintulu",3.3957,113.5748,4660,"MY-13","MY-13.5",2015-10-26 00:00:00
"Sarawak","Bintulu","Bintulu",3.1727,113.0416,5515,"MY-13","MY-13.5",2015-10-27 00:00:00
"Sarawak","Bintulu","Bintulu",3.176,113.0413,8815,"MY-13","MY-13.5",2015-10-28 00:00:00
"Sarawak","Dalat","Dalat",2.3534,112.1557,4900,"MY-13","MY-13.6",2015-10-29 00:00:00
"Sarawak","Dalat","Dalat",2.6381,112.1351,2456,"MY-13","MY-13.6",2015-10-30 00:00:00
"Sarawak","Dalat","Dalat",2.8637,111.8398,2393,"MY-13","MY-13.6",2015-10-31 00:00:00
"Sarawak","Dalat","Dalat",2.4583,112.1948,5289,"MY-13","MY-13.6",2015-11-01 00:00:00
"Sarawak","Dalat","Dalat",2.744,111.9444,3845,"MY-13","MY-13.6",2015-11-02 00:00:00
"Sarawak","Dalat","Dalat",2.7405,111.939,6952,"MY-13","MY-13.6",2015-11-03 00:00:00
"Sarawak","Daro","Daro",2.6715,111.4317,5010,"MY-13","MY-13.7",2015-11-04 00:00:00
"Sarawak","Daro","Daro",2.4883,111.5189,1536,"MY-13","MY-13.7",2015-11-05 00:00:00
"Sarawak","Daro","Daro",2.6831,111.2937,1282,"MY-13","MY-13.7",2015-11-06 00:00:00
"Sarawak","Daro","Daro",2.5113,111.3493,4073,"MY-13","MY-13.7",2015-11-07 00:00:00
"Sarawak","Daro","Daro",2.5059,111.4502,5459,"MY-13","MY-13.7",2015-11-08 00:00:00
"Sarawak","Daro","Daro",2.5122,111.4323,2227,"MY-13","MY-13.7",2015-11-09 00:00:00
"Sarawak","Julau","Julau",1.9804,111.748,3608,"MY-13","MY-13.8",2015-11-10 00:00:00
"Sarawak","Julau","Julau",1.7992,111.9197,6576,"MY-13","MY-13.8",2015-11-11 00:00:00
"Sarawak","Julau","Julau",1.802,111.8194,3764,"MY-13","MY-13.8",2015-11-12 00:00:00
"Sarawak","Julau","Julau",2.0545,111.9595,5064,"MY-13","MY-13.8",2015-11-13 00:00:00
"Sarawak","Julau","Julau",2.025,111.9175,2598,"MY-13","MY-13.8",2015-11-14 00:00:00
"Sarawak","Julau","Julau",2.0287,111.912,5903,"MY-13","MY-13.8",2015-11-15 00:00:00
"Sarawak","Kanowit","Kanowit",1.8867,112.1411,6577,"MY-13","MY-13.9",2015-11-16 00:00:00
"Sarawak","Kanowit","Kanowit",2.0335,111.9956,8228,"MY-13","MY-13.9",2015-11-17 00:00:00
"Sarawak","Kanowit","Kanowit",2.1653,112.2826,1870,"MY-13","MY-13.9",2015-11-18 00:00:00
"Sarawak","Kanowit","Kanowit",2.087,112.3389,2724,"MY-13","MY-13.9",2015-11-19 00:00:00
"Sarawak","Kanowit","Kanowit",2.1015,112.1573,6835,"MY-13","MY-13.9",2015-11-20 00:00:00
"Sarawak","Kanowit","Kanowit",2.1014,112.1474,6352,"MY-13","MY-13.9",2015-11-21 00:00:00
"Sarawak","Kapit","Kapit",1.9737,112.8569,1766,"MY-13","MY-13.10",2015-11-22 00:00:00
"Sarawak","Kapit","Kapit",1.9363,113.0941,8028,"MY-13","MY-13.10",2015-11-23 00:00:00
"Sarawak","Kapit","Kapit",1.9109,113.576,8247,"MY-13","MY-13.10",2015-11-24 00:00:00
"Sarawak","Kapit","Kapit",1.6178,113.0678,3491,"MY-13","MY-13.10",2015-11-25 00:00:00
"Sarawak","Kapit","Kapit",2.0167,112.9414,4392,"MY-13","MY-13.10",2015-11-26 00:00:00
"Sarawak","Kapit","Kapit",2.0153,112.9403,5733,"MY-13","MY-13.10",2015-11-27 00:00:00
"Sarawak","Kuching","Kuching",1.5554,110.327,7821,"MY-13","MY-13.11",2015-11-28 00:00:00
"Sarawak","Kuching","Kuching",1.4576,110.3009,4136,"MY-13","MY-13.11",2015-11-29 00:00:00
"Sarawak","Kuching","Kuching",1.6337,110.4523,2660,"MY-13","MY-13.11",2015-11-30 00:00:00
"Sarawak","Kuching","Kuching",1.7208,110.3425,6051,"MY-13","MY-13.11",2015-12-01 00:00:00
"Sarawak","Kuching","Kuching",1.5853,110.372,3636,"MY-13","MY-13.11",2015-12-02 00:00:00
"Sarawak","Kuching","Kuching",1.5864,110.3535,3276,"MY-13","MY-13.11",2015-12-03 00:00:00
"Sarawak","Lawas","Lawas",4.491,115.4821,3072,"MY-13","MY-13.12",2015-12-04 00:00:00
"Sarawak","Lawas","Lawas",4.699,115.3365,5630,"MY-13","MY-13.12",2015-12-05 00:00:00
"Sarawak","Lawas","Lawas",4.7859,115.5329,7744,"MY-13","MY-13.12",2015-12-06 00:00:00
"Sarawak","Lawas","Lawas",4.9228,115.4683,2455,"MY-13","MY-13.12",2015-12-07 00:00:00
"Sarawak","Lawas","Lawas",4.8612,115.4101,5966,"MY-13","MY-13.12",2015-12-08 00:00:00
"Sarawak","Lawas","Lawas",4.8535,115.4009,4728,"MY-13","MY-13.12",2015-12-09 00:00:00
"Sarawak","Limbang","Limbang",4.7549,114.8559,7900,"MY-13","MY-13.13",2015-12-10 00:00:00
"Sarawak","Limbang","Limbang",4.627,114.825,6322,"MY-13","MY-13.13",2015-12-11 00:00:00
"Sarawak","Limbang","Limbang",4.4538,115.0571,1505,"MY-13","MY-13.13",2015-12-12 00:00:00
"Sarawak","Limbang","Limbang",4.0734,115.3149,2485,"MY-13","MY-13.13",2015-12-13 00:00:00
"Sarawak","Limbang","Limbang",4.7579,115.0078,6965,"MY-13","MY-13.13",2015-12-14 00:00:00
"Sarawak","Limbang","Limbang",4.755,115.0096,4233,"MY-13","MY-13.13",2015-12-15 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.0887,111.8828,4255,"MY-13","MY-13.14",2015-12-16 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.2397,111.8251,3092,"MY-13","MY-13.14",2015-12-17 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.0104,111.8339,5984,"MY-13","MY-13.14",2015-12-18 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.2315,111.9499,4816,"MY-13","MY-13.14",2015-12-19 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.1363,111.6688,6834,"MY-13","MY-13.14",2015-12-20 00:00:00
"Sarawak","Lubok Antu","Lubok Antu",1.1487,111.6611,8802,"MY-13","MY-13.14",2015-12-21 00:00:00
"Sarawak","Lundu","Lundu",1.7497,109.7889,2682,"MY-13","MY-13.15",2015-12-22 00:00:00
"Sarawak","Lundu","Lundu",1.6379,109.9571,7547,"MY-13","MY-13.15",2015-12-23 00:00:00
"Sarawak","Lundu","Lundu",1.5425,109.8411,7805,"MY-13","MY-13.15",2015-12-24 00:00:00
"Sarawak","Lundu","Lundu",1.6214,110.1047,2594,"MY-13","MY-13.15",2015-12-25 00:00:00
"Sarawak","Lundu","Lundu",1.6713,109.854,7491,"MY-13","MY-13.15",2015-12-26 00:00:00
"Sarawak","Lundu","Lundu",1.6832,109.8514,6654,"MY-13","MY-13.15",2015-12-27 00:00:00
"Sarawak","Maradong","Maradong",2.2077,111.6266,8376,"MY-13","MY-13.18",2015-12-28 00:00:00
"Sarawak","Maradong","Maradong",2.2324,111.5223,1416,"MY-13","MY-13.18",2015-12-29 00:00:00
"Sarawak","Maradong","Maradong",2.1267,111.7701,4580,"MY-13","MY-13.18",2015-12-30 00:00:00
"Sarawak","Maradong","Maradong",2.067,111.7022,1377,"MY-13","MY-13.18",2015-12-31 00:00:00
"Sarawak","Maradong","Maradong",2.1703,111.6362,5022,"MY-13","MY-13.18",2015-01-01 00:00:00
"Sarawak","Maradong","Maradong",2.1686,111.6345,4572,"MY-13","MY-13.18",2015-01-02 00:00:00
"Sarawak","Marudi","Marudi",4.2913,114.2963,1364,"MY-13","MY-13.16",2015-01-03 00:00:00
"Sarawak","Marudi","Marudi",4.2458,114.4409,6168,"MY-13","MY-13.16",2015-01-04 00:00:00
"Sarawak","Marudi","Marudi",4.0983,114.4578,7592,"MY-13","MY-13.16",2015-01-05 00:00:00
"Sarawak","Marudi","Marudi",4.3356,114.2659,8938,"MY-13","MY-13.16",2015-01-06 00:00:00
"Sarawak","Marudi","Marudi",4.1788,114.3197,8993,"MY-13","MY-13.16",2015-01-07 00:00:00
"Sarawak","Marudi","Marudi",4.1783,114.3265,1409,"MY-13","MY-13.16",2015-01-08 00:00:00
"Sarawak","Matu","Matu",2.7948,111.6835,7798,"MY-13","MY-13.17",2015-01-09 00:00:00
"Sarawak","Matu","Matu",2.672,111.5627,7728,"MY-13","MY-13.17",2015-01-10 00:00:00
"Sarawak","Matu","Matu",2.6377,111.5187,1693,"MY-13","MY-13.17",2015-01-11 00:00:00
"Sarawak","Matu","Matu",2.7382,111.6362,5702,"MY-13","MY-13.17",2015-01-12 00:00:00
"Sarawak","Matu","Matu",2.7158,111.5659,1494,"MY-13","MY-13.17",2015-01-13 00:00:00
"Sarawak","Matu","Matu",2.6697,111.5398,6087,"MY-13","MY-13.17",2015-01-14 00:00:00
"Sarawak","Miri","Miri",3.6056,113.8107,7541,"MY-13","MY-13.19",2015-01-15 00:00:00
